1 k7/8/1p6/1P6/8/8/7K/8 w - - 0 1
2 8/8/2p1k1p1/2p1Pp1p/1pPp1P1P/1P1P4/4K1N1/8 w - - 0 1
3 3r4/8/1KR5/P2k4/8/8/8/8 w - - 0 1
4 8/1p4kp/p2r4/6P1/8/1P4PP/P5K1/4R3 w - - 0 1
5 8/6k1/R7/7P/6P1/p6K/8/r7 w - - 0 1
6 8/6p1/2K3kp/R5p1/8/8/8/8 w - - 0 1
7 4n3/2pkpp2/8/2PPP3/3KP3/6b1/3BB3/8 w - - 0 1
8 3R4/6k1/6p1/P3N3/2r1K3/2p1P3/6P1/8 w - - 0 1
9 4k3/8/4PP2/4K3/1b6/3B4/8/8 w - - 0 1
10 1k1r4/pp3p2/7p/4b3/8/2P1N3/PP2KPP1/R7 w - - 0 1
11 8/2kB4/2P5/6b1/4K3/5P2/8/8 w - - 0 1
12 8/8/8/p7/P7/3k4/3P4/3K4 w - - 0 1
13 7R/8/1K6/8/pk6/8/8/8 w - - 0 1
14 3qk3/p2pp3/8/8/8/8/PPPPPPPP/1NB1KBN1 w - - 0 1
15 5r2/8/8/4p3/4P1K1/1PR5/2P2k2/8 w - - 0 1
16 2b1k1n1/1ppppp2/8/8/8/8/PPPPPPPP/1N2KB2 w - - 0 1
17 8/3b2pk/4r3/4p3/1PNpR3/3P4/1KP5/8 w - - 0 1
18 6B1/6bP/6N1/5k1K/8/8/8/8 w - - 0 1
19 6k1/5q1p/2p4P/1p1b1Q2/4pN2/4Pp2/5P1K/8 w - - 0 1
20 8/8/8/8/k7/4nN1P/6P1/6K1 w - - 0 1
21 8/8/r4kP1/5P2/1R3K2/8/8/8 w - - 0 1
22 1n2k1n1/1ppppp2/8/8/8/8/PPPPPPPP/2B1KB2 w - - 0 1
23 k7/8/b7/2KP4/8/8/8/7B w - - 0 1
24 8/8/p3kp2/3p2pp/1P1P4/4KP2/P6P/8 w - - 0 1
25 1R6/1P4k1/4Kp2/6p1/4P1P1/5P2/1r6/8 w - - 0 1
26 8/8/2k5/PppNK3/1P6/2n5/8/8 w - - 0 1
27 k7/p1p5/K1pp3p/6p1/3P4/8/PPP3PP/8 w - - 0 1
28 8/7p/8/1k5r/1Pp5/2K4p/P4R2/8 w - - 0 1
29 5k2/1R3p2/3P2p1/4P3/3r2P1/6K1/1P6/8 w - - 0 1
30 4b3/1p2k1p1/4p3/3pN1KP/p2P2P1/P1P5/1P6/8 w - - 0 1
31 8/2R1B3/3P2kp/6p1/4pp2/3r4/4K3/8 w - - 0 1
32 2b1k1n1/1pppppp1/8/8/8/8/PPPPPPPP/1N2KB2 w - - 0 1
33 6k1/2P3pp/5p2/1p6/1Pr2B2/2P4P/5PP1/6K1 w - - 0 1
34 4r3/6pk/5q1p/p2Q4/1p3PP1/1P6/1PP4P/1K1R4 w - - 0 1
