1 3bk3/8/4PP2/4K3/8/8/4B3/8 w - - 0 1
2 8/7p/1p2k3/3p4/PB1P2K1/2P2P2/1P6/4b3 w - - 0 1
3 8/8/8/4k3/6bP/4K1P1/2B5/8 w - - 0 1
4 8/8/8/8/3k4/8/8/2B1KB2 w - - 0 1
5 b5B1/8/3k4/2p5/1p2Pp2/1P3P2/2PP4/3K4 w - - 0 1
6 5b2/6k1/8/6Bp/4BP2/7K/8/8 w - - 0 1
7 3k4/5K2/4P3/2b5/8/2B5/8/8 w - - 0 1
8 8/1KB5/8/Pk6/1b6/8/8/8 w - - 0 1
9 2KB4/1P6/2k5/8/8/8/7b/8 w - - 0 1
10 8/1k6/8/BP4b1/3P4/2K5/8/8 w - - 0 1
11 5K2/5P2/3b1k1B/8/8/8/8/8 w - - 0 1
12 4k3/8/4PP2/4K3/1b6/3B4/8/8 w - - 0 1
13 5k2/2K5/3P4/1b5B/8/8/8/8 w - - 0 1
14 8/K7/1P6/k4B2/8/5b2/8/8 w - - 0 1
15 8/2kB4/2P5/6b1/4K3/5P2/8/8 w - - 0 1
16 8/4k3/8/4PP2/4K3/1b6/3B4/8 w - - 0 1
17 2b1kb2/1pppppp1/8/8/8/8/PPPPPPPP/1N2K1N1 w - - 0 1
18 k7/8/b7/2KP4/8/8/8/7B w - - 0 1
19 5k2/1R3p2/3P2p1/4P3/3r2P1/6K1/1P6/8 w - - 0 1
20 8/8/b2p4/P2P2p1/1KPkBp2/5P2/6PP/8 w - - 0 1
21 8/8/pk3ppp/3B4/1P1pPPPP/8/3K4/5b2 w - - 0 1
22 8/8/1p6/bP4P1/2k5/8/5BK1/8 w - - 0 1
23 3k4/3P4/b1B1K3/P7/8/8/8/8 w - - 0 1
24 8/1k4pp/pb1p1p2/1p1PpPP1/7P/1P2B3/PPK5/8 w - - 0 1
25 2b5/2k4p/2p3pP/1pKpPpP1/1P3P2/2P5/8/3B4 w - - 0 1
26 8/7K/1p3b2/4p3/1PP5/6k1/3B4/5B2 w - - 0 1
27 8/KPb5/P7/k5p1/8/8/3p4/3B4 w - - 0 1
28 8/p1p5/1pPp2k1/3Pp3/4KpPb/PPB2P2/8/8 w - - 0 1
29 8/KPb5/P7/1k6/6p1/5p2/5B2/8 w - - 0 1
30 8/3k4/p4Kp1/PpP2p1b/1P3B1P/6P1/8/8 w - - 0 1
31 8/B2k4/1P3K2/3bP3/8/8/8/8 w - - 0 1
32 8/8/2k5/3p4/1p6/1p1PK3/1p6/1B6 w - - 0 1
33 8/8/1P3KP1/2kb4/8/8/8/8 w - - 0 1
34 5K1k/8/4B1p1/6p1/8/7P/8/8 w - - 0 1
