1 8/2k5/1pP5/1P6/2K5/8/8/8 w - - 0 1
2 8/1k6/8/1P6/1P6/1K6/8/8 w - - 0 1
3 k7/8/1p6/1P6/8/8/7K/8 w - - 0 1
4 8/8/p7/P7/3k4/3P4/3K4/8 w - - 0 1
5 5k2/5P1p/4K3/8/8/8/7P/8 w - - 0 1
6 8/p4p1p/2p3p1/2p1P1k1/6P1/3P1K2/PPP4P/8 w - - 0 1
7 8/2p1k3/1p4pp/pP1PK3/P1P5/7P/6P1/8 w - - 0 1
8 8/2k5/p1P5/P1K5/8/8/8/8 w - - 0 1
9 8/8/p2k4/8/PP6/3K4/8/8 w - - 0 1
10 7k/5K2/8/6P1/8/8/8/8 w - - 0 1
11 5k2/8/8/8/3PK3/8/8/8 w - - 0 1
12 8/6k1/8/6K1/8/6P1/8/8 w - - 0 1
13 8/6p1/5k2/8/5KPP/8/8/8 w - - 0 1
14 5k2/p4ppp/8/8/8/8/PP3PPP/6K1 w - - 0 1
15 8/8/4k3/2p3p1/4K3/2P3P1/8/8 w - - 0 1
16 8/8/8/p2k4/3P4/K6P/5P2/8 w - - 0 1
17 4k3/8/4p3/4P3/8/3K4/8/8 w - - 0 1
18 k7/8/KP1p2p1/3Pp1p1/4P1P1/5P2/8/8 w - - 0 1
19 8/8/8/pPk5/P7/2K5/8/8 w - - 0 1
20 8/8/1p1k4/1P6/3PK3/8/8/8 w - - 0 1
21 8/8/4pk2/8/8/3PKP2/8/8 w - - 0 1
22 k7/8/2P5/K7/8/8/8/8 w - - 0 1
23 8/6k1/4P3/6K1/8/8/8/8 w - - 0 1
24 8/8/5pk1/8/4PPK1/8/8/8 w - - 0 1
25 8/5kp1/8/6K1/6PP/8/8/8 w - - 0 1
26 8/8/2p5/1p3k2/5P2/5K2/1P6/8 w - - 0 1
27 8/4k3/3ppp2/8/2PPPP2/4K3/8/8 w - - 0 1
28 8/8/8/p7/P7/3k4/3P4/3K4 w - - 0 1
29 8/6k1/6P1/p2p3P/8/8/2K5/8 w - - 0 1
30 8/6pp/4k3/8/4KPPP/8/8/8 w - - 0 1
31 8/1pp5/1p4p1/1P1Pp2k/P3P2p/5K2/5P1P/8 w - - 0 1
32 8/4kp2/5p1p/p1p2P2/P1PpKPPP/1P6/8/8 w - - 0 1
33 8/8/p3kpp1/1p5p/P1p1KP1P/2P3P1/1P6/8 w - - 0 1
34 8/1p6/4k1p1/1p6/1P2KPP1/8/8/8 w - - 0 1
35 8/3b2pk/4r3/4p3/1PNpR3/3P4/1KP5/8 w - - 0 1
36 8/5pp1/7p/5P1P/2k3P1/2p5/5P2/2K5 w - - 0 1
37 8/2p1k3/1pPp4/pP1P2P1/P3P2p/5p1p/8/5K2 w - - 0 1
38 8/8/1p3p2/4k1pp/p3P2P/P3K1P1/1P6/8 w - - 0 1
39 8/k6p/2p3p1/5pP1/2pP1P2/2P1KP2/8/8 w - - 0 1
40 8/1pp5/1p1p4/1P1P4/P1P5/2K1k3/8/8 w - - 0 1
41 8/8/p7/1pp5/2p1K1k1/P7/1PP5/8 w - - 0 1
42 8/8/p3kp2/3p2pp/1P1P4/4KP2/P6P/8 w - - 0 1
43 8/6p1/p7/5P1p/1Pk5/8/5KPP/8 w - - 0 1
44 8/1p2p3/p2k1pp1/P5Pp/1PPK1P2/8/7P/8 w - - 0 1
45 k7/p1p5/K1pp3p/6p1/3P4/8/PPP3PP/8 w - - 0 1
46 8/5p2/5k2/7p/7P/6P1/5P1K/8 w - - 0 1
47 8/8/1p3k1p/7P/P5K1/8/8/8 w - - 0 1
48 8/8/pk5p/3p2p1/K5P1/1PP4P/8/8 w - - 0 1
49 8/6p1/3k3p/pK3p1P/2P2P2/6P1/8/8 w - - 0 1
50 8/8/2pk4/Pp3p1p/5P2/4P2P/4K3/8 w - - 0 1
51 8/5pp1/7p/5P1P/2p3P1/2k5/5P2/2K5 w - - 0 1
52 8/1pp2kpK/5p1p/p1p5/P1P2PPP/8/1PP5/8 w - - 0 1
53 8/p1k5/2P5/2K5/8/8/P7/8 w - - 0 1
54 8/4k3/4ppp1/1p2K1P1/1P2PP2/8/8/8 w - - 0 1
55 8/3k4/p5pp/PpP1p3/2P5/2K3P1/7P/8 w - - 0 1
56 8/8/7p/8/4K1k1/4P3/5P2/8 w - - 0 1
57 8/1k6/p6p/P4pp1/1P1P4/4K1P1/7P/8 w - - 0 1
58 8/2p5/p1k5/P2p4/1P1P4/2P5/6K1/8 w - - 0 1
59 8/8/p7/7p/1k3P1P/3K4/8/8 w - - 0 1
60 8/1p6/3k1K2/p2p4/P7/1PP1P3/8/8 w - - 0 1
61 3k4/p7/Q1P3p1/3p3p/3P4/6p1/P1N2q2/2K5 w - - 0 1
62 8/pp6/2p2p1p/6k1/3P4/2P2K2/PP4P1/8 w - - 0 1
63 8/8/5pk1/7p/4K2P/6P1/5P2/8 w - - 0 1
64 k7/8/4pppp/p7/p3PPPP/8/8/K7 w - - 0 1
65 8/2p1k3/2P5/3PK3/8/8/8/8 w - - 0 1
66 8/pp3ppp/4k3/8/4K3/8/PPP2PPP/8 w - - 0 1
67 7k/7P/4K1P1/8/8/8/8/8 w - - 0 1
68 8/5p2/6pp/3k4/8/2P4P/1P3KP1/8 w - - 0 1
69 8/1p3kpp/8/p7/P7/7P/1PP3P1/7K w - - 0 1
70 1k6/pp3p2/7p/8/7P/8/PP4P1/6K1 w - - 0 1
71 8/pk4p1/8/P1p1p1K1/2P5/4P2P/8/8 w - - 0 1
72 5k2/pp5p/2p5/5p2/3P4/4P2P/PP4P1/6K1 w - - 0 1
73 8/7p/6p1/2k1pp2/8/1PK4P/1P3PP1/8 w - - 0 1
74 8/p3k1pp/8/2p5/5P2/1P6/P5PP/6K1 w - - 0 1
75 8/3k2pp/2p2p2/3p4/3P4/2P5/P2K1PPP/8 w - - 0 1
76 8/8/6p1/2k1p1p1/p3P1P1/3K1P2/1P4P1/8 w - - 0 1
77 8/1p3k2/p1p4p/P2p2p1/1P1P2P1/2P1KPP1/8/8 w - - 0 1
78 8/4k1p1/p3pp1p/8/PPp5/2P2P1P/3K2P1/8 w - - 0 1
