1 2k5/1p6/1P1K4/8/8/6N1/8/8 w - - 0 1
2 8/8/8/8/k7/4nN1P/6P1/6K1 w - - 0 1
3 8/8/2p1k1p1/2p1Pp1p/1pPp1P1P/1P1P4/4K1N1/8 w - - 0 1
4 3K4/5k1N/6p1/6P1/8/8/8/8 w - - 0 1
5 k7/1p2N3/1P1K4/8/8/8/8/8 w - - 0 1
6 8/8/2k5/PppNK3/1P6/2n5/8/8 w - - 0 1
7 8/p4n2/1p1kpPp1/2p5/2P2PK1/1P3N2/P7/8 w - - 0 1
8 6k1/3N2p1/1p2pp2/pn5p/P4P1P/6P1/4PK2/8 w - - 0 1
9 1n6/2p5/p3p1kp/P1K1p1p1/1N2P3/2P3P1/5P1P/8 w - - 0 1
10 8/N7/Pp1k1n1p/2p3p1/2P2pP1/5K1P/8/8 w - - 0 1
11 8/1pp2P1N/4k1Pp/1pp1n3/5K2/8/P1P5/8 w - - 0 1
12 6k1/8/5PPP/4n2K/8/8/8/8 w - - 0 1
13 8/6p1/3PK3/4N3/8/6kp/8/8 w - - 0 1
14 8/8/8/8/p7/4K3/Pk6/2N5 w - - 0 1
15 8/1pkp4/1pp5/8/8/8/2NP4/2NK4 w - - 0 1
16 8/5p2/5P2/8/5kN1/8/5K2/8 w - - 0 1
17 1nKN4/kP6/8/8/8/8/8/8 w - - 0 1
18 8/4n2k/7P/6PK/7N/8/8/8 w - - 0 1
19 8/1pkp4/1pp5/8/8/8/2NP4/2NK4 w - - 0 1
20 8/7p/k1P3p1/P3p3/4N3/1n2K2P/8/8 w - - 0 1
21 k1n5/8/P1N5/1PK5/8/8/8/8 w - - 0 1
22 5n2/pp3p2/4kN1P/3pP3/7P/1P1K4/P4P2/8 w - - 0 1
23 8/P1p1k3/1nPp4/1P1P1p2/3K2pp/5P2/1N4P1/8 w - - 0 1
24 2nn3k/6p1/1p5p/p7/2NNP3/2P4P/PP4P1/7K w - - 0 1
25 8/7p/p2nk3/1p6/3Pp1PP/P1P1N3/5K2/8 w - - 0 1
26 1k6/4n2p/4p3/4Pp2/1P3P2/3N3P/4K1P1/8 w - - 0 1
27 8/2k5/p2nKPNp/1pp5/P5PP/4P3/1P6/8 w - - 0 1
28 5k2/pp3ppp/8/8/4P3/2Nn2P1/PP1N1P1P/6K1 w - - 0 1
29 4k1n1/1pp4p/p2p4/5P1N/2P3P1/1P5P/P4K2/8 w - - 0 1
30 8/p5p1/2k1n1K1/P1p1p3/2P1N3/4P2P/8/8 w - - 0 1
