1 8/2Q5/8/8/2K5/8/pk6/8 w - - 0 1
2 8/2k5/p1P5/P1K5/8/8/8/8 w - - 0 1
3 8/6p1/5k2/8/5KPP/8/8/8 w - - 0 1
4 8/2k5/2p1P1p1/p3P1P1/np6/8/PPP5/2KB4 w - - 0 1
5 2k5/8/6R1/KP6/8/5r2/8/8 w - - 0 1
6 2k1b3/8/p3N1P1/1p1P4/4KN2/1P6/P7/b7 w - - 0 1
7 5n1k/rq4rp/p1bp1b2/2p1pP1Q/P1B1P2R/2N3R1/1P4PP/6K1 w - - 0 1
8 5K2/5P2/3b1k1B/8/8/8/8/8 w - - 0 1
9 8/K7/1P6/k4B2/8/5b2/8/8 w - - 0 1
10 k7/1p2N3/1P1K4/8/8/8/8/8 w - - 0 1
11 8/5k2/p2r4/6p1/1pP1Rp1p/1P3P1P/2P1K1P1/8 w - - 0 1
12 r3rk2/pp3N1n/5qp1/b7/1p3P2/2pP1R1Q/P6P/6RK w - - 0 1
13 r3k2r/1pppp3/8/8/8/8/PPPPPPPP/R3K2R w KQkq - 0 1
14 3qk3/pp1pppp1/8/8/8/8/PPPPPPPP/1NB1KBN1 w - - 0 1
15 1n2k1n1/1ppppp2/8/8/8/8/PPPPPPPP/1N2K1N1 w - - 0 1
16 8/2k5/6p1/r7/3R1PPK/8/8/8 w - - 0 1
17 2r5/5k2/8/8/2P5/2K5/8/4R3 w - - 0 1
18 8/8/1p3p2/4k1pp/p3P2P/P3K1P1/1P6/8 w - - 0 1
19 r7/8/8/2R5/1P1k4/1K6/8/8 w - - 0 1
20 8/8/8/8/4p3/7K/5k2/R7 w - - 0 1
21 8/1K3pk1/8/PQ6/1P2P2p/2qP4/8/8 w - - 0 1
22 2b1kb2/1pppppp1/8/8/8/8/PPPPPPPP/2B1KB2 w - - 0 1
23 r5k1/8/5PK1/8/8/8/8/1R6 w - - 0 1
24 8/1p2p3/p2k1pp1/P5Pp/1PPK1P2/8/7P/8 w - - 0 1
25 1b6/3K4/Pk6/8/8/R7/8/8 w - - 0 1
26 3r2k1/p2r1pp1/1pQ3p1/3P2q1/P7/6P1/5P1P/2R1R1K1 w - - 0 1
27 4k3/7R/8/2P2P2/6K1/8/8/2r5 w - - 0 1
28 8/3P4/p3n3/1p2k1p1/2p3r1/8/PPB5/1K1R4 w - - 0 1
29 6R1/8/4p3/3bPp1k/r4P2/3BK1P1/8/8 w - - 0 1
30 2r5/n4p2/7p/1k3P2/R1N5/3K4/7P/8 w - - 0 1
31 8/8/pk5p/3p2p1/K5P1/1PP4P/8/8 w - - 0 1
32 8/2p5/p2k3p/2R2K2/PP5P/2P1r3/8/8 w - - 0 1
33 2R5/ppr3p1/P2k3p/1P6/4P3/5P1P/6P1/7K w - - 0 1
34 8/1k6/Rp1p4/1P1P2p1/P1P2pPp/2b1pK1P/8/8 w - - 0 1
35 8/8/R7/pp5p/2bK3k/2P5/6P1/8 w - - 0 1
36 8/8/b2p4/P2P2p1/1KPkBp2/5P2/6PP/8 w - - 0 1
37 3k4/3P4/b1B1K3/P7/8/8/8/8 w - - 0 1
38 2b5/2k4p/2p3pP/1pKpPpP1/1P3P2/2P5/8/3B4 w - - 0 1
39 8/p1p5/1pPp2k1/3Pp3/4KpPb/PPB2P2/8/8 w - - 0 1
40 8/8/8/8/5N1k/1p5P/6K1/8 w - - 0 1
41 1k2r3/1p4p1/p1p1b3/3p4/2PQ3p/1P3BqP/PK3NP1/3R4 w - - 0 1
42 8/1pp2kpK/5p1p/p1p5/P1P2PPP/8/1PP5/8 w - - 0 1
43 2qb4/5pk1/1prp2p1/p2Q2P1/P4P2/2P5/1P3BK1/4R3 w - - 0 1
44 8/KPb5/P7/1k6/6p1/5p2/5B2/8 w - - 0 1
45 8/1pp2P1N/4k1Pp/1pp1n3/5K2/8/P1P5/8 w - - 0 1
46 8/B2k4/1P3K2/3bP3/8/8/8/8 w - - 0 1
47 8/3n1k2/pp1B1p2/P2P1Kp1/1P2P3/8/8/8 w - - 0 1
48 2k4r/1R6/1pP3p1/5p1p/pB1n1P2/8/6PP/6K1 w - - 0 1
49 8/8/1p2rk2/5p2/R7/P1P2KP1/1P6/8 w - - 0 1
50 8/6p1/3PK3/4N3/8/6kp/8/8 w - - 0 1
51 8/6k1/2P3p1/5r2/2K4p/4P3/8/1R6 w - - 0 1
52 8/p7/Pp6/1P3K2/4P3/8/7k/b7 w - - 0 1
53 8/8/8/8/3K4/3p4/4knQ1/8 w - - 0 1
54 8/4K1k1/4p3/5pp1/4Pn1p/7P/5RP1/8 w - - 0 1
55 kr6/1p1R4/pPp5/2P1Q3/7q/1P6/KP6/8 w - - 0 1
56 3r2k1/8/R7/1p1n4/8/5B2/6PP/6K1 w - - 0 1
57 3b4/r4p1p/pN1P1kp1/Pp6/2R5/5P1P/1P3P2/6K1 w - - 0 1
58 2b3k1/pp3p1p/5p2/8/4p3/1P2P2P/P3BPP1/6K1 w - - 0 1
59 2bnN1k1/8/4p1P1/1P2N3/3K2P1/8/8/8 w - - 0 1
60 8/p7/6p1/2n3R1/3k2p1/6P1/P1BpKb2/8 w - - 0 1
61 6k1/4r1p1/Rp5p/P7/4p1PP/4K3/8/8 w - - 0 1
62 8/8/1p3k1r/1P3p1P/4P3/4K3/8/6R1 w - - 0 1
63 k7/p6p/3b1p2/q2b4/5P2/5BP1/P1Q4P/K7 w - - 0 1
64 r1q3rk/p4Rp1/2p3Qp/8/3P4/1PP5/6PP/5R1K w - - 0 1
65 4b3/k2P4/2K5/8/8/3B4/8/8 w - - 0 1
66 8/3k4/2p5/1pPbPK2/5P2/2P2P2/8/8 w - - 0 1
67 8/2p5/p1k5/P2p4/1P1P4/2P5/6K1/8 w - - 0 1
68 2r5/3kp3/pQ1pr1p1/1p6/8/PPP5/6P1/2KR4 w - - 0 1
69 8/2k5/Kp3b1p/p1pRp1p1/P3P1P1/1P3P2/8/8 w - - 0 1
70 8/8/2kp2R1/2p3P1/K4P2/P2P4/2r5/8 w - - 0 1
71 2R5/1p1r1k1p/p2p3P/P2P1pP1/1P6/4K3/8/8 w - - 0 1
72 8/8/3k1K2/3pRP2/8/4P3/8/5r2 w - - 0 1
73 2r1k3/pp4pp/8/8/1Q1pq3/PP4RP/1P3PP1/6K1 w - - 0 1
74 7Q/4pk2/3p1p2/3Pn3/4P3/6K1/8/8 w - - 0 1
75 6k1/p4p2/8/5r2/8/1P1R1P2/P1K3P1/8 w - - 0 1
76 8/pp6/2p2p1p/6k1/3P4/2P2K2/PP4P1/8 w - - 0 1
77 5k2/p1r3pp/8/4R3/PPn3BP/8/5PP1/5K2 w - - 0 1
78 8/8/4p2p/4kppP/6P1/6K1/2B2P2/8 w - - 0 1
79 8/8/2kb1B2/p2p3p/P1PP1p2/3K1P1P/8/8 w - - 0 1
80 2k5/1pp4p/8/8/2Nb2P1/6qP/PP6/3RR2K w - - 0 1
81 3nk3/7Q/1p3r2/p1pP3K/P1P4P/1P6/8/8 w - - 0 1
82 5r2/1k5p/1p4p1/3P4/4P3/3K1p2/6PP/1R6 w - - 0 1
83 2k5/8/P1P5/2KN4/8/6b1/8/8 w - - 0 1
84 4rk2/p4p1r/1p1q4/8/2P3Q1/5R2/PP4PP/3R3K w - - 0 1
85 8/6kp/p1p1q1p1/p3p3/4PpP1/P2r1P2/1P2N2P/2KR3R w - - 0 1
86 8/pp3ppp/4k3/8/4K3/8/PPP2PPP/8 w - - 0 1
87 6k1/8/1b1p1n2/p2PpB1p/q3P2P/5QP1/3B2K1/8 w - - 0 1
88 8/k2r4/2P4p/b3R3/8/P1Nn4/1KR4P/8 w - - 0 1
89 3r2k1/2q1pp1p/rp4p1/2pPP3/b7/5N1P/3Q1PP1/1R2R1K1 w - - 0 1
90 4q3/1k6/pp1p1n1p/3Pr1p1/Q5P1/7P/KPP2RB1/8 w - - 0 1
91 4q3/1b2Pk1p/r5p1/4Q2n/1P1B4/5P2/1P4PP/2R1R2K w - - 0 1
92 8/4R1n1/3N1k2/1P6/2P2p2/5K2/r7/8 w - - 0 1
93 6K1/5P2/8/5k2/2q5/8/8/Q7 w - - 0 1
94 1k6/p1p3Qp/1p1p3P/8/8/PPBb4/1KP1q3/8 w - - 0 1
95 8/6Rp/2k1K1pP/5p2/3r1P2/8/8/8 w - - 0 1
96 8/4k3/8/n2B1p2/5P2/2P1K3/8/8 w - - 0 1
97 r3r3/p4k1p/2n2p2/1pb2N2/3p1B2/8/PP3PPP/1R2R1K1 w - - 0 1
98 6k1/1p3p1p/4p1p1/pP1pP3/P1nP4/4K1P1/1BB2P1P/8 w - - 0 1
99 8/P1p1k3/1nPp4/1P1P1p2/3K2pp/5P2/1N4P1/8 w - - 0 1
100 4k3/2bp4/p7/8/3N4/8/P1P3KP/8 w - - 0 1
